一	二三左旦丁刁下上于士干不天王且丘本甘石百
龟	乙弓山齐肃斗门函色臼夷目出巴屯凶丑己已小子夕久又匕
优	扰忧儒偷伦懦擂糯蠕愈傻榆逾喻愉坝侵俊
偿	赏俏勋档当挡膛裆铛倘撑赵尚债损销梢哨峭悄捎消
儡	垒佃叠偎僵个侮每僧偶人俭疆伤腮偷晦梅
储	诸曙者薯堵暑煮着奢屠睹都署
励	肋厉胁勇勤勒助功男劝勋勘动勃劲劫幼万筋荔茄
嚎	壕豪嚷哼唁镐搞停吭高亭稿篙图膏蒿
吓	赫赤赦喇咧嗽倒啊捌吐斗小闹
壕	壤豪坛镐搞停坑坏稿篙蒿高亭
压	厌百豁然坚明堕塑涂奥盟型冒萌宿周墓尔
婴	樱缨鹦赛贝赞员贿贵责贯货圆赏贫负贞页赚购锁赠贱
屿	与举誉臼六匕鼠舀狡化桩稻滚滔焰陷峰身交山旧
岭	领苹吁贰吨倾须濒颂页颗颊频硕烦顽顿预
岳	狱诫言漪试诚咏逛狡诺谓识谈课谁志认详诗询
帮	棉锦绵帕封席希蝗舶柏蒂常线满腺饰迫怖怕拍泊伯布
弥	弥尔燃杯肖不尽劳销敞硝梢悄捎峭哨消俏杯坏尽捞
徽	致缴霉邀彻撇撤嫩澈微傲做厂橄激撒墩维纳嫉
应	鹰志截雄虽焦集崔售锥憔椎进推淮堆唯准
懂	董重种肿动惜冲慌恬葱狸里千童
恳	垦豹猫豺忽忘狠惩愿忿貌解恨怕
懦	儒糯蠕需恒擂坝蕾优扰而惰愉情忧雷电耍
戏	逗疟痘岂豆碰碘磁短丰壹登详研橙灯澄豌
戴	粪冀翼异载惠栽截裁专共选撰寨塞寒基恭团烘拱洪哄供
擎	惊警敬启故奉做矢撒击疾矣蔽撇散捧挨唉枚知
击	系段投疫锻殿壳殷般股谷缎搬毁杀役发淀毅殴设没
挤	济脐扑齐荠拉拄抖摘掉扯剂掠接抗斋
拧	泞柠狞宁按擦挖控技采捐捷拷丰挡撼擂擒扰撮摔携搞搏损
擦	察祭际棕捺按拧综崇宗赊示控拾拴仁奈
拟	凝碍疑批指丸掷拙扎摧揩揍挨爹掀挑抛执抒沃
搁	落阁露拦扳悯润涧略格烙胳洛投们客各
敛	剑敬敢启叙故玫敌数散敞致枚牧攻改收
毙	尸鳖别弊币死庇咧例昆屁能批
曙	薯署暑曼储者堵煮着屠奢诸睹都闸
檀	擅坛杭朴毡樟槽杨杆颤查渣喳梳柱
档	挡当裆铛梢当膛稍党棠尚偿福幅掌堂
检	俭脸捡险签验碱栓榆洽拾恰哈枪答橙给蛤梅钥合合
毡	颤耗尾撬毛檀擅坛毯
泞	拧柠狞宁滨泻沈滓溶汁浮沛沽潮湖
滨	缤鬓宾沈泻溶泞滓演汁汤
济	挤脐齐荠注沾泣滴剂淑卤涉滚漓凉流斋
蒙	檬朦蒙蒙满漠灌滋沮溢沟浓港汉洪洋溯洞且
涛	畴铸祷筹寿浇润法溺浅治弱坎弥
滥	蓝篮舰监溢温盏磕盖遍偏
涩	沥沼征正洁溃漏涉政怔整症歪滥遣灭溜减浅泪疏啃
湿	汤渴瀑漫混涧澜浪宴润溉潦潜踏滚漠渔渣凉淡
营	荧荣劳萤莹莺吕宫铝侣尚捞唠
灿	燃炕迷籽谜粥米餐糕焙烙炫粒粗料咪暇假粱
燥	噪澡躁藻品保呆操棠否绢焙癌区
烛	浊独触蜀绎曙泽择释钾押卖闸曼匣
爵	嚼萝梦环还蔑箩楞逻锣
墙	壮妆将状庄蒋寝蛔回姚茴徊玫禀
狞	泞拧柠宁猾狰猜猖狗获独猿猩猛狈狸狠狂犯
获	获护双只狞猾猿猖狰猛猜犹狸狂猴
环	还逻锣萝箩楞理爵梦斑班蔑
疗	燎辽潦撩嘹僚缭了希肴刹瘸痪痰显
癌	品乔巷吝吞君右噪知咆佑器尝各区包燥澡选撰起
荡	烫盟杯扁汤监盗盛盔益盅孟珊盘盈荡盆血栅
瞳	撞幢钟童瞄赔瞧瞒竞睦睬暗焙接培倍困目
瞪	灯橙澄蹬证登壹礼体瞻眨凳
瞬	睬睁睛崩瞪瞧瞒瞻瞎蒙瞄睦眨盯目
瞧	憔礁惧蕉崔焦摧睦催雏目瞳瞒蒙瞄睛睬睁
了	睹眼盹盼盯燎辽潦撩嘹僚目疗睡眠瞧缭瞄睦睬
矫	侨桥娇轿骄乔镐稿搞篙蒿矮奏知吞短添沃妖矢笑
磷	怜鳞咪硝砂粥砖碗邻礁础碾磕碟碳磁矿砾
礁	憔瞧蕉谁唯确焦雕碳石碾磕碟砾碎硫
穗	惠稼秆私禾秽稻称铁传程移秒秘秤秋科和番香委
窿	萨隆窍窥穷洼瘾窃窒窄突空帘究窖窘椭猜都除郊邦
簇	族房淤芳肪放妨坊仿旁漩于防
篓	屡楼搂缕笛娄申坤呻伸箫笔神
篷	蓬逢返冬般炕杭抗坑吭反簇各疼缝肮搬航板扳
糠	糖慷康米粒粗料籽糟糕精粉糊粪尉迷咪粮粹糯糙团慰
糜	磨摩么魔靡蘑粱麻屎粟气术粥迷咪米怜述
粪	戴冀翼异团米糟糕粒粉共糠糖粮选糊撰精粗烘料籽
糟	槽遭糕曹粮米遵精粉粒粪脓礼浓蹲糯粹糠
糙	粒料粹造糊米糖粗籽糕粉杭告谜糠迷糟粮精浩粪
缩	绽综缤绒绪丝绘给织缭纬线缓绵绢
绩	积债责丝遗溃纤绷缤绢损给缨纷
缕	绅楼搂丝篓屡绣细纠练缅绿维绊统组纹
绷	丝绢蹦缔结绒细组纯纳纪
缝	丝纺纤纹终绑绰绞织络缎缴绊统纱纽级缔绒
总	丝窗编线绵络终纸缠绍纷细囱
纵	踪丝从缎缴纸线绵绑绣维纳纱纠总编络终履
繁	紊丝系累紧紫絮素索系敏哟罗蕴辫织
纤	丝织缔绰绞纺纹缝绢结绒终绊细统纠
翼	翠习翁翰折塌嗡
声	聂闻茸疫毁壳股投耸爷谷殿般殷段
聪	葱耻聂耳职耿取聊联聘耽腮茸
联	聂聪职聘耿耻取耳耽关茸械聊
耸	聂茸声闻趣聋饵椰摄镊伞爷耳耿耻取
臂	壁劈璧譬辟避僻霹辜薛辛宰锌
臀	殿淀股疫杀殷投壳般段盘肾锻谷毅殴毁设役
脓	浓农体礼遭槽胯遵膘甚
胆	瞻担赡小脸誊逼逗脆硼铜桐洞筒同
脸	俭检捡险签验碱洽拾恰哈答给蛤钥合合
临	卧臣宦藏赃器嚣区脏竖肾鉴坚蝉险弹除贤紧严单囊
举	与誉屿摩臼六鼠舀舅旧阎身交稻桩滚摘滔搜
艰	难跟汉叹银退根限恨很眼狠滩摊痕瘫
薪	新晰芹逝崭撕嘶浙析斤渐惭近斯折听匠
薄	簿蒲膊搏博傅藻缚浦荡蒋萍菠茫范
蕾	擂雷电懦儒黄蠕糯葬需芋甘优扰坝
薯	曙署着者储煮暑屠奢堵卖曼万诸睹都
薛	辩办辨避瓣僻辫霹滓辜辛辟宰锌
薇	症屉履征复纵踪徊律很往微从徐徒待彼役行
亏	污夸聘巧朽垮仁跨愕胯粤些三二
蟀	摔虫蛀蚪蚊螃蚣虫螺螟蝉蛤蛇蛉蚯蚌
蟆	虫膜模漠摸虫蝶蚁蚣蚊寞螟蝠蜗蝙蝗蜻蜈蜂蛤
螺	虫骡蛔蚣虫蟀蟋蝉蝠蜈蛉丝累
蟋	虫蛛蝗蝙蜂蛾蝌虫螺蝶蛇蚣呼悉
谜	谅谴谆让注课该访诀讨计谈识
谤	磅膀榜傍螃访谚谅识注诈谓谊谈谆请志认诫
谦	详谨计谱谁课询注诅诈诀许记讨讯订谎
讲	构沟购谋诺谱谎谓志诫议护谦详谣谍谊谅谈请
谎	诺护谋谱诫慌讲谦详谣谍谒谓谊谅谈谆请论
谣	遥调谓摇许请诅计讲谎谍诺谒谋谊谅谈
谢	诗讨话诉诈讽谜讹训课诀计谚诫诱
誊	胜胖谓腾计谣谈请诫志讼课谁详询注诅诈诀
豁	割裕浴俗容害瞎拓谷辖熔榕溶讼蓉铅吩欲却
赚	嫌贝贿贴败财购廉赌账贩赠赔贱贼则谦赡贮赎兼
赛	实寨塞寒宝贫赏圆惯损钻贝遗韵溃陨债
购	构沟讲赚贝赔贱贼赎贿赐赠赡赊赂贬贮贴败财则
趋	盹走起赴赶超趁赵越钝囤趟纯吨趣
蹋	塌跃翰嗡翁踢习折翼翠
蹈	踩滔稻足蹂蹦践踏跺趴蹄踱踊踢躁跟距跌
辖	轰瞎辐转车辕辑输轮轩轧辙轿轻辆辅轴软轨
辕	远猿轰园车辖辐辑轧输转辙轮轿轻挽轴软轩
舆	车连库军轧裤链莲范实轰较载运荤晕轴浑挥软轩阵轨
避	僻霹辩辟办辨瓣辫薛滓辛臂壁辜锌劈譬宰
还	环逻锣怀坏楞梦萝箩爵蔑
迈	藕遇隅偶愚寓万厉遵遭满袜瞒席
邀	放激缴族遍窍傲敷于雇房橄撒澈撇撤嫩做炸
酝	温醋瘟醉酷酣醒醇酵酸酪酿丑酥酗配酌
丑	酥酣酗配酌酷醋酪醒酬酝醇醉酵酸酿
镀	渡踱钱公度镰械戒遮贱松扩旷诫矿贼铺蔗庶翁
锚	错描瞄苗猫钳曲钟茵茴菌曹迈铅袜金厉万
键	健建挺奴蜓涎肄怪又双只庭诞艇津锋笔
锅	过涡窝祸蜗滑铅猾铭乱骨镐铛朋铜
锤	捶唾睡垂邮钳锻铣甜甘千
锹	揪秋秋秒稍禾俐酥潘播审愁萎秦
锻	缎淀搬段发殿般殷股投击疫谷毁壳役系
阔	活舌括恬阀闻闭问门甜刮板闺闸闲间开闰闷闪阎阁
板	问阐操闲间闷闪门枢岖呕阅闺闽闻闸闰开闭合
隐	稳阻际隔院肛瘾险隘陨阳陪陆阴陶陷除陋陌背
隶	逮襟禁示棕宗奈标捺斋御祭票崇祟
虽	雄截唯准雕离杂锥难维稚进椎淮推堆
霜	雨霞霍雪箱露霹厢震霎霉零云
霞	露雨暇假霜霹虾雾霍雪霎霉零云灵
鞠	革菊鞋靶勒鞍秋靴缰鞭千霸
韩	违伟纬苇围拿干韧朝斩干笨
颗	频颖硕颂顿烦顶顷显颊头颓类颇顽颁项须颤
骏	梭峻唆俊竣酸骆驼驳驮马骑骚骡骄验驶驹驻驰
鲜	癣祥洋羊详群搓氧你差
鸿	江鹏莺鹉鸟鸭鸣肛扛鸽鹃鹅鹊鸦鹤鸠虹缸红鸵
鸽	鸣鹃鸥鸭鹊鹤鸠鹅鹉鸦鹰
点	默黔玷沾贴站帖黑店嘿占墨
斋	蒜崇齐棕捺示察襟膘标漂宗奈剂际赊综
丛	茸取最娶业撮共耳支暴趣益聂锯寨闻塞溢鼓寒揖港
向	响晌乡向袄巍鬼魏朗奥几么廊乔参晋高庸唐
垒	叠儡墨里畦园畴埋黑田烟里哩量童思胃重土鲤
婶	沈审嫁婉番播潘妹翻泻稼姑妓秋东禾委
戳	羽耀跃翁翻翔翅扇准翰胶折塌嗡
扩	旷矿广抬掺挨找械拭镀撼遮渡捶甘戒
掷	郑挪梆娜哪榔椰送郊绑爷廊
扰	优擂忧扳懦糯儒蠕投搁坝抗披反蕾处
撵	轰挥扶裤运浑链莲晕荤辉车连轧库军
摆	罢态熊择能押批揩搅比庇曙烛泽浊独触钾
断	继新斯斩祈所析近折听掀斧芹匠斤
朦	檬蒙蒙蒙膜脏脓膳肝且菜冈同
檬	朦蒙蒙蒙横桦模权构柑槽械朴棋植柄桐且菜
柜	贵遗溃框贡枢颗烦页责颓频硕显顿颁颂项顶顷相
柠	泞拧狞宁榕棺棕榆植枯枝杖稼栖末
台	台杜桂肚树桥嬉远结碉周吉
归	扫妇帚浸侵伺叼带虐慧雪啼啃止刁蒂帝肯
泻	写沈滨泞滓溶汁滔婶插沽沛臼
沈	婶泻潘审滨泞滓溶汁番播翻
滤	虑炉庐芦肤唬驴卢虏据疟
溅	贱员侧狈赞贵贯货责溃贼贝赁厕费贺买贷贡
瀑	爆暴漫湿渴汤溢港混洪涧润共
猎	腊蜡脑恼巡巢猿猖灾
璧	壁臂劈譬辟玉避僻辜霹莹薛辛
瞻	胆赡担瞪瞎瞳瞬瞧蒙瞒瞄睬睁睛睦眨
础	楚旋漩碎歌破砍磷礁砖砾磅碾碟碳碗婿硫
礼	体灯瞪蹬橙澄壹证祥脓浓福
秽	秒科稿稻秆程禾穗稼称秤租秘秩秋和私番香委秀
窜	鼠穷窖窄窑窝窟窘窗舀空窍窃窒穿突帘究洼
窍	激缴邀族放窄穷窃敷窿窗窜窖傲
箫	萧肃锈啸笔笛绣爪篓么竹渊姊帘策笋笨第笑笆竿臼抓八
简	涧间门们兰闲闷问冕闪澜拦烂润栏悯猖晚
粮	量糟糕精杆粗米查糯粹杨秆粉粒料籽粪
织	丝统纤职缔帜绒绰绞纺纹线缠绢结细
绕	烧晓浇挠侥结跷饶续丝绷缠绢绝绒维
缭	燎辽潦撩嘹僚疗丝织缩绘缤线缓续综绵绢
绣	丝缕绅细纠绳维绊组纱纹纯纽纳约红纪
坛	潭谭缸缺罐樟遥摇淘掏萄
翘	翔翅翻翩翎扇羽耀塌习翁
翻	翩翔翅翘翎扇羽戳翰折塌嗡翼
职	帜织识聂耳聪硫琉梳流耿耻取联聘疏耽
聂	摄镊耳茸耿耻取爷闻职聪椰耽
脐	济挤齐荠丹肪剂朋腿斋肚腋月胰胖肺肢
旧	蕉阎奋夺崔难锥进椎淮推堆唯截雇臼杂离礁蹈瞧雕稻桩
藏	赃脏宦臣卧临匀冯莽苔鉴肾坚卸冰蘑蔗竖贤紧盐茂扇翔
萨	产窿铲邢防笙邓隆随椭郑邮部啊郎郁那邦
蓝	篮滥盖监舰盏篇盆磕卢瘟尽仑遍溢偏
藐	貌捣笆芭皂薇前脾脉萨皆蒙菜白巴腺肥帕
借	籍藕耕模萌昔耙草芭芙莫措耘耗蔓暮摹慕幕墓葛募
荠	齐脐济挤芒芳剂斋菩荒萧苗芯昔艾莲蓄蒿蒂
荐	茂芝蔗莽苔荠萧菊苗芯昔芍艾
蝉	弹虫阐蝠蜈蝇虫单蟀螺蜗蛤蛇蚣蛔蚪蚌虾
虫	蚤蚀搔强虹虫蛆蚯蚓蚣闽蛋萤蜜蟀蟆螺蝇
复	履栗要贾粟薇症屉踪纵迁腰栗复价御从徐
谨	详谦仅诅计订谱谋诺请课谁诵诬诚话
谬	胶寥耀跃折认诊谚识讥谋谐谓谊谈请
丰	岂痘登逗短竖富艳豆凳壹盒合辐凯
赘	熬贤货员赞赁资贺贵贷责贯狈贾费买贸贡侧
蹦	踩足蹈绷蹄踏践跷踱踊蹂躁跪跺跟距跑
踪	纵从趴跌跺跳足履迹跟距跋
躯	枢岖呕驱身躬躺躲区操板欧穷鸥殴儿品
转	传轰砖团辖车专辑轩轧辙辕轿辐输轮轻辅轴软
辙	澈撤彻轰较车转辖辕轿辑输辐轮辆辅软轨轧
医	酒酱丑醋酣酥酗配酌酷酝醒醇醉酵酸酬酪酿
酱	浆桨奖医酒丑醋酣酥酗酌配酝醒醇醉酵酷酬酪酿
厘	量钟撞短枚会黑里瞳缠幢里理狸埋哩
锁	琐销铛钻贝贫赏员贿烦钞贴败财狈盼贱贼损则贞负页赛赞圆
镇	慎填真颠宜针铺锄直铐植值锭铜且
镐	搞稿篙蒿桥娇侨镶矫高轿骄膏壕嚎停锤
锤	追链镐镶铲糙铝攘壤嚷
闯	驾骂码玛妈冯惊蚂马闻驻驶驹驳驮驰
离	篱敌进杂锥椎淮推堆唯鸡雕献谁稚雄准崔
杂	椎稚进离锥淮推堆唯谁雅雄准崔
双	只集焦售又奴获获健怪崔庭夜键锥护进椎涎淮
雏	皱崔瞧离杂锥稚雄进椎淮推堆唯准惧憔摧催
鸡	奋离维雄准夺杂雕锥稚进椎淮推堆唯截
秋	锹揪革靴鞠鞋靶勒鞍鞭千秋审
鞭	靴便千革更秋梗勒埂缰鞠鞋靶硬鞍
额	硕颗颊频头颇显颁颂顿烦须顷顶题颜类愿颠颓颖顾颤
颜	须频顷颁颗颖硕顿颂显烦顶题额类愿颠颊头颓顾颇领
题	颊频硕显烦顶匙颗愿颠头顾颤领顽顿颁颂须项顷
馏	榴溜瘤饥留馒馅馆饥馁饰饿饵饭
骑	驳驮畸椅崎倚马骆驼骄验驶驹寄
松	胡须发鬓彬射松杉箱衫
魏	巍槐魄愧块傀魂瑰几委丑机鬼萎叽矮魔
鲤	鳄鲸鳍鲫
鲫	唧卿节即鲤鳍鳄鲸鳞
鹃	鸣鸽鹊鸭鹤鸠鹅鸥鸯鹉鸦鹰
鹅	鸣鹃鹊鸭鸠鸽鸦鹤鸥鹰鹉鸯鸳
冬	疼终客洛阁冬逢返处锋路贩略胳烙格峰降叛板
咽	燕哎哗苏叹瞒满哄豆诺磁嘶
坏	怀还坛壤逻坑壕环卖培锣遇坤址罗萝箩
垄	聋袭龙宠庞笼咙拢胧旁榜膀傍丹离螃磅恃
宠	庞笼咙拢胧龙垄聋榜膀傍袭旁螃磅
庞	宠笼拢咙胧龙垄螃聋榜膀傍袭旁磅
庐	芦炉驴卢肤滤虑疟盏颅虏虚唬
惩	征症微恩忽霉往恳悠息怒屉兜德循徒待很徊律彼役
怀	坏还逻环悴慢锣遇忙罗萝箩
懒	癞赖嫩漱嗽喇速初辣束懈快刀忿
攀	樊希矾棒稀捧驳疲奉肴筷爽椅降拔快决
拢	咙胧庞宠笼龙垄榜膀傍聋螃磅袭旁
旷	扩矿广械镀遮渡晒甘戒踱诫暗饼钳柑蔗
橱	树厨栈械梭村台橙钱浅俯松鼓私森喜府寺
沥	雳历历赋止武啃趾涉歧扯址岁肯企涩潘汤
濒	苹频倾吨贰吁颜顷岭须烦颁须页颗显硕顿颂顶
爆	瀑暴焊烘共烂洪拱哄供粪鲁普异基恭
烁	砾药乐炫机吆玄叽似畜讥饥煤后丝以幻拗关么床
牍	续读赎片牌版卖环待壮顺亚串甲画
兽	吠哭器献默伏状莽臭突犬单战鄙弹嗅狱袱奖
琼	现玻斑班璃焕涣换唤琉玖夏
瓣	辫辨辩办避僻辣弧滓辛薛瓤狐孤霹瓢宰
畴	涛铸祷筹寿墅园畦野垒弱埋坎里云
疆	僵缰丑钮扭羞亏仁纽会画量黄票三二
瘪	咱自边仑瘟沦抡伦算轮狈瘩痊省眉首论
蒙	朦檬蒙瞒瞄蒙睬算瞧睛睁盯目瞻瞳瞪瞬瞎睦
碍	拟凝疑砌硼歌砍碳石确硕碌碑硝硬砚朱破
祷	畴涛铸筹社寿福结祖礼祸祥祠祈
获	获护稚双只秽穗稻稼称稀秆程移秒秋和私利禾
稳	隐稻称租稠肛秽穗积稼稿程稀秆秒稍秘秋和私利禾番背香委秃
帘	镰廉兼么嫌歉乏赚箫箕戒鬼谦
簿	薄蒲膊搏博傅缚浦符甫肘等铺补脯捕圃哺沛
簸	箕菠棋其皮疲欺期被破玻波披彼坡
签	俭脸检捡答险验碱合洽拾恰哈合八拿筏敛剑钥给蛤
系	击紊丝紧系繁累索紫絮素缎哟罗蕴辫段
茧	蛮虫萝煎绣绅索蚤罗蕴前药剪虫缕蟆螺绒
绎	释泽择译丝细续缠结绒缕绅
绳	丝绣细纯纪绢蝇维绊组纳纱纹纽约纠结
绘	给维丝纳缩细织缭缤缠续纬线缓绽综
罗	萝箩逻锣维丝累蕴众系罚罪骂紧置紫絮买紊索
缴	激窍致邀线丝绵纵缎纺编缝纹纸放总络终族
羹	羔窑善美糕姜义对膳送墨焦黑掷郑蕉艾牺样
腊	猎蜡脑恼巡巢灾剿奸妥
艺	热魂势盖梦爹云丸执藏寿菱莽茅
藕	迈借愚寓遇偶隅万籍厉萝英芙薯梦蒂席满拣
药	烁砾乐慈关畜玄吆机滋似蓄叶菜茶么床叽磁拗以幻
蚁	仪议虫蛾义蟆蝶蜻蛇蚣虫蝉蟀螺蟋螟螃蝠蜗蝙蝗
蝇	虫蛔虫绳蜕蛙蛀蛆蚯蚊蚪蚌蝉蜈虾
蟹	虫闽蛋蚤融蚀解蛮虫懈萤蜜搔强
裆	铛档挡当当膛党幅尚偿福棠掌堂
襟	棕蒜禁标捺膘际漂崇赊综察
袄	澳懊奥制筋向焕涣换唤衫央痪只血自厌
谱	识讲谎诺谋诫讼谦详议护谍谒谓谈志谨询计
识	谱谅谆诲诫让讼注谤谚谒谓谈志认诗试该询访
证	灯橙澄蹬瞪诡讯谱讳谋谍诺谓谊谅谈请
谭	潭坛谓语诬评计订谱识译谣谋谍诺谒
讥	叽机饥诫讼谱识议谎谋谍诺谒谓谈请谅谊让志
赠	憎增僧贝赐贱贼层赡赎赔贮赚赌贿贴败财则
赞	钻员赁贵贯货责狈费贺买贷贡赘质资贾贸厕贝溅测侧
蹲	遵踩践躏足尊躁踱蹂踏跺
蹬	瞪灯橙澄证蹂踊跪躁踱跺躏足登
跷	侥烧晓浇挠饶绕足蹦践踏踩跪
轿	矫桥娇侨骄轰辑辐稿车乔辙转镐辕辖输轮搞辅较
辞	锌辟宰辜辛瓣辫辩辨办辣乱滓避僻薛骨
边	咱瘪自遍道邀游房遗递膀榜傍逢透于肪方窄旁
镜	境竟钟暗忆樟亿赔障音竞焙接培倍锌意章
铲	产腥猩醒隆牲生性姓星谚萨甥濒锤苹
链	轰莲连运裤浑挥荤晕撵车轧辉库军轴软阵轩轨辈载
关	药门阎合畜闽开闲间闷问闪玄阀吆
难	滩摊瘫艰汉叹锥进椎淮推堆唯离杂虽雕维稚雄准坐旧
雾	务霞霜霹露霍雪茅零雨震霎霉灵云
靡	菲罪排啡匪诽徘魔糜磨摩么非
韵	损陨圆赏遗员绩积溃价惯债钻赛
类	颇烦颗显颂愿频头颓颊颖领硕顽顿颁预须项顶顷
愿	显烦频硕顶顷类颠题顾颗颤颊头颓颖颇顿颁颂顽项须愿
颠	硕颂烦顶真愿题颗颊频头颤显顽顿颁项须顷
馒	漫慢幔馅馆馁饰蔓饶饥馏肴饿饺饼饵蚀
骗	驮马匾骇驶驹驻驰骆骄驼驳驴驯驱
胡	松须鬓发葫蝴湖糊胡居苦枯沽姑固咕估
鲸	晾凉掠景鳍鳞谅鲤鳄
鹉	鹊鹃鸽鸭鸣鸠鹅鹤鸥鸦鸯
鹊	鹃鸭鸣鸠鹅鸽鹤鹉鸥鸦鸯鹰
鹏	莺鸿鹃鸟鹊鹤鸭鸣鸠鸯鹅鸽鸵鹰
丽	洒晒尘鹿比庇批锅蜗过滑涡
劝	欢观罐胁动劫肋另励勤勋勒勘助功幼咖荔茄男
咙	拢胧宠庞笼龙磅啼垄谤榜膀傍聋
嚷	壤攘镶让酿嚎哼唁吭品噪丧图镐谅搞瓤囊
严	嚣器愕葵三哭单咒二天些仁
嚼	爵还褥喘将咐嚎环逻噪嗦锣
壤	嚷攘镶让酿壕坏坛坑丧镐搞培瓤玷囊
孽	荸享字游厚薛菩辛游脖浮俘萎宰季孝李子
宝	实赛钻赏贫圆积遗溃惯损债陨
悬	系县哟纯系约恋愁累索洁细孙愿絮您素紊瓜
攘	壤嚷镶让酿搞掠拥擅摔掖抗扑
拦	澜栏烂兰拣搁柬炼闲涧闭
搀	才馋揩批挽摆逸指比冤昆兔庇屁
胧	拢咙庞宠笼龙膀垄榜傍聋螃磅袭旁
澜	拦烂栏兰涧润柬炼拣闲闭悯渔练们简
弥	弥尔涨没溺消燃涣杯淌澳渔灭涎淑削敞硝涵
炉	驴芦庐卢肤滤颅虑唬疟虏据号焙虚
献	敌吠伏离犬兽默龙状莽臭哭突帝器奖旁
痒	养餐食良狼浪娘疮琅瘩苍痕仓艰馁枪沧抢呛
症	征薇履屉惩复微踪纵霉往循徒徊律很待彼役
矿	旷扩诫广砾碾磕碳碟硫碘碰研石
矾	禁合答言焚椅桐蘑痘楚筒石础铜减喊洞洽拾恰哈
砾	烁药讥碟吆叽乐磁砖机碾硫碌石矿礁磕碳碗
竞	焙培倍赔陪兄菩镜瞳境况钟忆樟撞亿暗接祝泣拉
筹	畴铸涛祷寿等云丢弱坎
篮	蓝滥舰监篇盏盖盆磕遍偏
籍	借耕藕模耙耘耗笙昔牛鹊措箱筷节萌符策笋笔
糯	懦儒蠕需擂坝精粗粮扰糟优糕粉米蕾
团	团粪传专料籽转砖米糠糖粒粗粮糟糕粹精粉糊栽
辫	瓣办辨辩避僻滓辛辣丝薛霹辜宰哟辞锌辟紊索
缤	滨综绽缩绒丝鬓绪续绘缭绩编线缓
继	断丝纠绿绳绣缕练缘绰维绪绞统细绅组
耀	跃胶折谬寥翰塌嗡翼翠习翁
舰	滥篮舟蓝舱舷船舵航艘舶艇监
藻	澡落菠茫范薄荡蒲萍燥噪躁呆度
蔼	谒罚狱辩诫谱识护谎诺谓谍课谁谈志诬认详试
蘑	磨摩魔糜么靡矾合答言麻铜苔筒术蛤给减喊桐洞洽
芦	庐炉驴卢肤滤虑疟颅虏蓝盖菩虚唬
苹	濒频倾吁须岭贰吨颜顷页颁烦须显颗头硕顿颂顶
苏	苏菌莉癣萎你禀禾榛番香委秋和私
蕴	丝罗累系细紫絮紊素索辫哟纳系繁紧绎编
蠕	糯懦儒虫需蝠虹蜗蜻蛤蛆蚜虫
觉	搅觅学视砚规现观见
触	烛独浊蜀角卖摆曙泽择嘴钾押闸曼匣
议	仪蚁谱讲谋诺详识讥护谎谍谓谈请志诫认诗
譬	臂壁璧劈这警誉誓唁信辩避僻辟
警	这唁信譬誉誓擎惊言敬谜谅让谆计谱识谴谦誊
译	泽择释绎谓读课谭谱谋谍诺谊谈诫志诗讼
赢	崩硼员盲受圆贝赡贼损棚则朋
赡	瞻胆担赠赔赂贮贴贝赎购贱赐赋赊贼贬赚账贩则
躁	噪燥澡踩足蹂踏践跺蹲蹬蹦蹈踱跟距跑
释	绎泽择译乎悉幸烛曙呼蟋独浊钾报押薯窃
钟	撞瞳幢童镜赔锌忆樟亿暗焙陪接培倍泣拉垃位
锈	啸肃箫萧绣钾渊针姊金镰锥销银钳钩
阐	弹蝉单板问合闻闸门战关囊阎器阁闺闰开间
飘	枫讽飒瓢疯风票膘标漂佩刮台
饶	晓侥烧浇挠跷绕馅馁饰
饥	机叽讥馁馅饰饿饥饶馒馏馆肴饺饵饼蚀饲饱
腾	胜胖誊驮妈吗马驳驶驹驻码玛驰冯闯
骚	搔虫驳马骡骑骏验骆骤驼驻驶驹驰驮驯蚤
咸	卤碱卤减喊参咸渗掺惨后垢威灭石盐廊
面	麸缅面麦干侈外夕多领弱铭杰移溺舞
党	当棠掌常尚赏裳尝当堂铛裆档挡肖膛
出	龄齿钩拘狗苟驹够此兆逃
龄	伶出铃蛉玲冷零齿
嚣	器硕寡烦显额颗颊频头顿颂颁顽项须顷顶
属	犀嘱迟匪育母尸遮率悲弃屋尿每充菲舟戈职
巍	魏机委叽几萎鬼饥讥魄槐瑰魁块愧矮傀
惧	瞧摧催崔憔雏相篱冒雌渺汇目篡算督眷
摄	聂镊揖闻茸饵趣椰耳聋爷撮耻耿取声耸
携	摧催崔揣扎推惧瞧撬指雏挫拙摊挑
樱	缨婴鹦相楣湘贝赛箱厢赠榄钻滚赚账贿棚柜赞
栏	烂澜拦兰柬闲炼拣涧闭润悯练们简
歼	纤残列韭歹殖殉殊殃死咧例尸
灌	权蒙漠满滋澡沟漾溢港洋洪浓治沿欢劝汉
烂	栏澜拦兰炼柬拣闲涧练闭润悯们简
牺	蚁仪议特牡糕膳牲牛义样漾拜牧物窑看
癞	懒赖速初束漱辣嫩嗽喇痢疲刀
缠	绒丝结细织缚绢维纽约
续	结读赎牍绕丝绎细缠缤绘缭缔绵
兰	烂栏澜拦柬闲炼拣简闭练涧们
蠢	蚕春虫泰奉蚤秦奏蚀搔强闽虫骚蛆蚯蚓蚣虹
